%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.NumSat,field.latitude,field.longitude,field.altitude,field.speed,field.ground_course,field.covariance
1511903031201128498,237,1511903031199357986,/gps,1,12,40.26805,-111.634337333,1496.8,1.18836666667,0.642281164734,0.5329
1511903031405195320,238,1511903031403809070,/gps,1,12,40.2680526667,-111.634336333,1496.7,1.48931666667,0.465653844432,0.5329
1511903031604039279,239,1511903031602519989,/gps,1,12,40.2680546667,-111.634335167,1496.7,0.935774444444,0.465653844432,0.5329
1511903031805562560,240,1511903031803909063,/gps,1,12,40.2680568333,-111.634334333,1496.9,1.43787222222,0.461639587153,0.5329
1511903032005616466,241,1511903032004084110,/gps,1,12,40.268058,-111.634332833,1496.9,0.743372222222,0.461639587153,0.4761
1511903032215082456,242,1511903032213053941,/gps,1,12,40.2680593333,-111.6343305,1496.8,1.57831555555,0.612086968674,0.4761
1511903032405296935,243,1511903032403451919,/gps,1,12,40.26806,-111.634328333,1496.9,0.987733333332,0.612086968674,0.5329
1511903032601959747,244,1511903032600435972,/gps,1,12,40.2680596667,-111.634326,1497.0,1.05821222222,0.612086968674,0.5329
1511903032806098757,245,1511903032804450035,/gps,1,12,40.2680596667,-111.6343235,1497.2,1.09268,0.612086968674,0.5329
1511903033008029122,246,1511903033005048036,/gps,1,12,40.2680596667,-111.634321333,1497.2,0.746973333333,0.612086968674,0.5329
1511903033208442716,247,1511903033205008983,/gps,1,12,40.2680601667,-111.634320333,1497.2,0.551998888888,0.612086968674,0.5329
1511903033405145632,248,1511903033403594970,/gps,1,12,40.2680605,-111.634319833,1497.3,0.397665555555,0.612086968674,0.5329
1511903033604989695,249,1511903033603075981,/gps,1,12,40.268061,-111.634319167,1497.3,0.53245,0.612086968674,0.5329
1511903033806988445,250,1511903033804388999,/gps,1,12,40.2680613333,-111.634318667,1497.4,0.321013333333,0.612086968674,0.5329
1511903034003615111,251,1511903034001028060,/gps,1,12,40.2680615,-111.634318333,1497.4,0.268025555555,0.612086968674,0.5329
1511903034205057507,252,1511903034203322887,/gps,1,12,40.2680618333,-111.634317667,1497.5,0.276256666666,0.612086968674,0.5329
1511903034405431257,253,1511903034403192043,/gps,1,12,40.2680618333,-111.6343165,1497.4,0.295805555555,0.612086968674,0.5329
1511903034604322611,254,1511903034603013992,/gps,1,12,40.2680618333,-111.634315833,1497.4,0.176454444444,0.612086968674,0.5329
1511903034804435475,255,1511903034803054094,/gps,1,12,40.2680616667,-111.634315167,1497.4,0.1389,0.612086968674,0.5329
1511903035004538965,256,1511903035003165960,/gps,1,12,40.2680613333,-111.6343145,1497.3,0.249505555555,0.612086968674,0.5329
1511903035204934798,257,1511903035203212976,/gps,1,12,40.2680613333,-111.634314,1497.4,0.180055555555,0.612086968674,0.5329
1511903035401919121,258,1511903035400218963,/gps,1,12,40.2680611667,-111.634313167,1497.3,0.1852,0.612086968674,0.5329
