%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.NumSat,field.latitude,field.longitude,field.altitude,field.speed,field.ground_course,field.covariance
1511903291820543034,484,1511903291819438934,/gps,1,11,40.2679473333,-111.63445,1497.4,0.101345555555,0.0,1.0609
1511903292025212148,485,1511903292023767948,/gps,1,11,40.2679473333,-111.634450167,1497.5,0.0668777777777,0.0,1.0609
1511903292225439492,486,1511903292224035024,/gps,1,11,40.2679473333,-111.634450333,1497.5,0.0457855555555,0.0,1.0609
1511903292425153658,487,1511903292423882961,/gps,1,11,40.2679475,-111.634450833,1497.6,0.214523333333,0.0,1.0609
1511903292625344387,488,1511903292623987913,/gps,1,11,40.2679476667,-111.6344505,1497.5,0.192402222222,0.0,1.0609
1511903292825205846,489,1511903292824033975,/gps,1,11,40.2679475,-111.634450333,1497.5,0.0848833333333,0.0,1.0609
1511903293025149023,490,1511903293023849010,/gps,1,11,40.2679473333,-111.6344505,1497.5,0.154333333333,0.0,1.0609
1511903293223414179,491,1511903293221606969,/gps,1,11,40.2679468333,-111.634450667,1497.6,0.209893333333,0.0,1.0609
1511903293425161471,492,1511903293424074888,/gps,1,11,40.2679465,-111.634451167,1497.8,0.122952222222,0.0,1.0609
1511903293625892668,493,1511903293624196052,/gps,1,11,40.2679463333,-111.634451667,1497.9,0.0797388888888,0.0,1.0609
1511903293825651939,494,1511903293824428081,/gps,1,11,40.2679465,-111.634452,1498.1,0.156391111111,0.0,1.0609
1511903294025579699,495,1511903294024591922,/gps,1,11,40.2679463333,-111.6344525,1498.2,0.151761111111,0.0,1.0609
1511903294228034543,496,1511903294224751949,/gps,1,11,40.2679458333,-111.634453333,1498.5,0.11112,0.0,1.0609
1511903294427291574,497,1511903294426094055,/gps,1,11,40.2679455,-111.634453667,1498.6,0.188801111111,0.0,1.0609
1511903294623217720,498,1511903294622024059,/gps,1,11,40.2679451667,-111.634454667,1498.7,0.357024444444,0.0,1.0609
1511903294827045585,499,1511903294825582981,/gps,1,11,40.2679448333,-111.634455,1498.9,0.21761,0.0,1.0609
1511903295038319647,500,1511903295026384115,/gps,1,11,40.2679443333,-111.6344555,1498.9,0.420815555555,0.0,1.0609
1511903295229046626,501,1511903295226769924,/gps,1,11,40.2679438333,-111.634456167,1499.0,0.29169,0.0,1.0609
1511903295427294126,502,1511903295425867080,/gps,1,11,40.2679436667,-111.634456667,1499.0,0.209378888889,0.0,1.0609
1511903295627168188,503,1511903295626315116,/gps,1,11,40.267943,-111.634456833,1499.0,0.436763333333,0.0,1.0609
1511903295828286001,504,1511903295826817035,/gps,1,11,40.2679426667,-111.634457333,1498.9,0.498496666666,0.0,1.0609
1511903296025006574,505,1511903296024010896,/gps,1,11,40.267942,-111.634457833,1498.9,0.311238888889,0.0,1.0609
1511903296225277615,506,1511903296224020957,/gps,1,11,40.2679413333,-111.634458333,1498.7,0.535536666666,0.0,1.0609
1511903296425553709,507,1511903296424045085,/gps,1,11,40.2679405,-111.634459,1498.6,0.740799999999,0.0,1.0609
1511903296625133709,508,1511903296623857975,/gps,1,11,40.2679398333,-111.63446,1498.5,0.673407777777,0.0,1.0609
1511903296825405636,509,1511903296824111938,/gps,1,11,40.2679396667,-111.6344615,1498.4,0.773209999999,0.0,1.0609
1511903297024848969,510,1511903297023092031,/gps,1,11,40.2679393333,-111.634462833,1498.2,0.791729999999,0.0,1.0609
1511903297226710948,511,1511903297225383043,/gps,1,11,40.2679378333,-111.634464667,1498.3,1.14361,3.32048890192,1.0609
1511903297433987198,512,1511903297433121919,/gps,1,11,40.2679366667,-111.634465333,1498.1,0.787099999999,3.6507051964,1.0201
1511903297625652979,513,1511903297624747991,/gps,1,11,40.2679356667,-111.6344665,1498.1,1.04020666667,3.91686790733,1.0201
1511903297827570271,514,1511903297826627016,/gps,1,11,40.267935,-111.634468,1498.0,0.88330111111,4.01268648326,1.0201
1511903298028168448,515,1511903298026400089,/gps,1,11,40.2679343333,-111.634469833,1498.0,0.956352222221,4.08284871919,1.0201
1511903298226580219,516,1511903298225433111,/gps,1,11,40.2679335,-111.634471667,1498.1,1.09268,4.15196375757,1.0201
1511903298426410635,517,1511903298424696922,/gps,1,11,40.2679326667,-111.634473833,1498.1,0.856549999999,4.23626316044,1.2321
1511903298622953448,518,1511903298621718883,/gps,1,11,40.267932,-111.6344755,1498.1,0.699129999999,4.23626316044,1.2321
1511903298828685010,519,1511903298826673984,/gps,1,11,40.267931,-111.634477,1498.0,0.949664444444,4.14201538083,1.2321
1511903299025528135,520,1511903299024139881,/gps,1,11,40.2679303333,-111.634478167,1497.8,0.594183333333,4.14201538083,1.0201
1511903299225804489,521,1511903299224430084,/gps,1,11,40.2679305,-111.634478667,1497.6,0.577721111111,4.14201538083,1.0201
1511903299425913864,522,1511903299424571037,/gps,1,11,40.2679301667,-111.634479167,1497.5,0.607558888888,4.14201538083,1.0201
1511903299625055999,523,1511903299623518943,/gps,1,11,40.26793,-111.634479667,1497.4,0.361654444444,4.14201538083,1.0201
1511903299825435687,524,1511903299823982000,/gps,1,11,40.26793,-111.634479833,1497.4,0.133755555555,4.14201538083,1.0201
1511903300025805478,525,1511903300023704051,/gps,1,11,40.26793,-111.634479667,1497.4,0.119865555555,4.14201538083,1.0201
1511903300225636937,526,1511903300223974943,/gps,1,11,40.2679305,-111.634479333,1497.3,0.126553333333,4.14201538083,1.0201
1511903300426366051,527,1511903300424631118,/gps,1,11,40.2679303333,-111.634479,1497.4,0.0925999999999,4.14201538083,1.0201
1511903300626019957,528,1511903300624301910,/gps,1,11,40.2679303333,-111.6344785,1497.4,0.11575,4.14201538083,1.0201
1511903300827606936,529,1511903300825138092,/gps,1,11,40.2679303333,-111.634478167,1497.3,0.20372,4.14201538083,1.0201
1511903301026377666,530,1511903301024703979,/gps,1,11,40.2679301667,-111.634478,1497.3,0.0699644444444,4.14201538083,1.0201
1511903301227614280,531,1511903301225430011,/gps,1,11,40.2679301667,-111.634477833,1497.4,0.0385833333333,4.14201538083,1.0201
1511903301427599905,532,1511903301424480915,/gps,1,11,40.2679301667,-111.634477667,1497.4,0.0447566666666,4.14201538083,1.0201
1511903301624790999,533,1511903301623639106,/gps,1,11,40.2679305,-111.634477833,1497.4,0.113177777778,4.14201538083,1.0201
1511903301824400165,534,1511903301823102951,/gps,1,11,40.2679306667,-111.634478167,1497.4,0.0668777777777,4.14201538083,1.0201
1511903302024633290,535,1511903302023363113,/gps,1,11,40.2679308333,-111.634478333,1497.3,0.0689355555555,4.14201538083,1.0201
1511903302225454957,536,1511903302223484039,/gps,1,11,40.2679311667,-111.634478667,1497.3,0.0709933333333,4.14201538083,1.0201
1511903302424240113,537,1511903302423306941,/gps,1,11,40.2679313333,-111.634478833,1497.3,0.0159477777778,4.14201538083,1.0201
1511903302624722509,538,1511903302623399972,/gps,1,11,40.2679316667,-111.634479167,1497.3,0.0895133333333,4.14201538083,1.0201
1511903302822331467,539,1511903302820977926,/gps,1,11,40.2679316667,-111.6344795,1497.3,0.0725366666666,4.14201538083,1.0201
1511903303024172196,540,1511903303023099899,/gps,1,11,40.2679315,-111.634479833,1497.3,0.0123466666667,4.14201538083,1.2321
1511903303224902561,541,1511903303223665952,/gps,1,11,40.2679311667,-111.63448,1497.3,0.165651111111,4.14201538083,1.2321
1511903303425167873,542,1511903303423227071,/gps,1,11,40.2679308333,-111.634480333,1497.3,0.221211111111,4.14201538083,1.2321
1511903303624898185,543,1511903303623394012,/gps,1,11,40.2679303333,-111.634481,1497.4,0.263395555555,4.14201538083,1.2321
1511903303824285894,544,1511903303822571992,/gps,1,11,40.2679303333,-111.634482,1497.4,0.483063333333,4.14201538083,1.0201
1511903304023604019,545,1511903304022453069,/gps,1,11,40.26793,-111.6344835,1497.3,0.796874444444,4.14201538083,1.0201
1511903304223659643,546,1511903304222456932,/gps,1,11,40.2679298333,-111.6344855,1497.2,0.979502222221,4.29350995991,1.0201
1511903304424522091,547,1511903304423477888,/gps,1,11,40.2679291667,-111.6344875,1497.2,0.823625555555,4.29350995991,1.0201
1511903304625020112,548,1511903304623821973,/gps,1,11,40.2679286667,-111.634489667,1497.2,1.03969222222,4.3779838957,1.0201
1511903304825952091,549,1511903304824726104,/gps,1,11,40.2679276667,-111.634492167,1497.4,0.910052222221,4.43348536592,1.0201
1511903305027116466,550,1511903305024979114,/gps,1,11,40.267927,-111.6344945,1497.4,1.10039666667,4.30694899515,1.0201
