%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.NumSat,field.latitude,field.longitude,field.altitude,field.speed,field.ground_course,field.covariance
1511904497842401896,646,1511904497839673042,/gps,1,12,40.2674385,-111.635742833,1490.6,1.02734555555,3.64023322088,0.36
1511904498042073094,647,1511904498039453983,/gps,1,12,40.2674363333,-111.6357435,1490.5,1.51452444444,3.49257836617,0.3844
1511904498240063615,648,1511904498238912105,/gps,1,12,40.267434,-111.635743833,1490.5,1.19402555555,3.44301101541,0.4489
1511904498440099032,649,1511904498439126014,/gps,1,12,40.2674318333,-111.635744667,1490.5,1.44919,3.46255870303,0.4489
1511904498640934761,650,1511904498638335943,/gps,1,12,40.2674295,-111.635745333,1490.4,1.38231222222,3.4360296984,0.4489
1511904498842593771,651,1511904498839863061,/gps,1,12,40.267427,-111.635745833,1490.4,1.41986666667,3.35626815159,0.4489
1511904499039770854,652,1511904499038773059,/gps,1,12,40.2674245,-111.635746333,1490.4,1.50423555555,3.39012753907,0.4489
1511904499235592313,653,1511904499234587907,/gps,1,12,40.2674221667,-111.635747,1490.4,1.27788,3.38105182696,0.4489
1511904499439862156,654,1511904499438636064,/gps,1,12,40.26742,-111.6357475,1490.3,1.19917,3.43236450697,0.4489
1511904499640584865,655,1511904499637732982,/gps,1,12,40.267418,-111.635748167,1490.3,1.22849333333,3.41403854983,0.4489
1511904499841403719,656,1511904499838244915,/gps,1,12,40.2674163333,-111.635748333,1490.3,0.845232222221,3.33253167376,0.4489
1511904500043168198,657,1511904500038652896,/gps,1,12,40.2674146667,-111.635748333,1490.3,1.07827555555,3.32293236287,0.4489
1511904500240636687,658,1511904500238992929,/gps,1,12,40.2674133333,-111.6357485,1490.3,0.642541111111,3.28191712545,0.4489
1511904500443193875,659,1511904500438734054,/gps,1,12,40.2674126667,-111.635748333,1490.3,0.417728888889,3.28191712545,0.4489
1511904500640298197,660,1511904500635518074,/gps,1,12,40.2674123333,-111.635748167,1490.3,0.262366666666,3.28191712545,0.4225
1511904500843301166,661,1511904500838782072,/gps,1,12,40.2674123333,-111.635747833,1490.3,0.195488888889,3.28191712545,0.4225
1511904501045114343,662,1511904501039962053,/gps,1,12,40.2674121667,-111.6357475,1490.4,0.358053333333,3.28191712545,0.4225
1511904501241588093,663,1511904501239684104,/gps,1,12,40.2674118333,-111.635747,1490.5,0.336961111111,3.28191712545,0.4225
1511904501441386426,664,1511904501440062046,/gps,1,12,40.2674118333,-111.6357465,1490.5,0.129125555555,3.28191712545,0.4225
1511904501642678978,665,1511904501640136957,/gps,1,12,40.2674121667,-111.635746,1490.6,0.077681111111,3.28191712545,0.4225
1511904501841141947,666,1511904501838440895,/gps,1,12,40.2674125,-111.635745833,1490.6,0.0977444444444,3.28191712545,0.4225
1511904502039688666,667,1511904502037513971,/gps,1,12,40.267413,-111.635745333,1490.6,0.100316666667,3.28191712545,0.4225
1511904502241828926,668,1511904502239253997,/gps,1,12,40.267413,-111.635745333,1490.6,0.091571111111,3.28191712545,0.4225
1511904502441785228,669,1511904502439378976,/gps,1,12,40.2674128333,-111.6357455,1490.6,0.0740799999999,3.28191712545,0.4225
1511904502641548561,670,1511904502639081954,/gps,1,12,40.2674126667,-111.635746,1490.6,0.0576177777777,3.28191712545,0.4225
1511904502843058457,671,1511904502840107917,/gps,1,12,40.2674125,-111.635746167,1490.6,0.125524444444,3.28191712545,0.4225
1511904503042138926,672,1511904503040203094,/gps,1,12,40.2674125,-111.635746167,1490.6,0.0159477777778,3.28191712545,0.4225
1511904503243512103,673,1511904503240472078,/gps,1,12,40.2674123333,-111.635746167,1490.6,0.0586466666666,3.28191712545,0.4225
1511904503440591165,674,1511904503436984062,/gps,1,12,40.2674125,-111.635746333,1490.6,0.109062222222,3.28191712545,0.4225
1511904503642004394,675,1511904503639151096,/gps,1,12,40.2674128333,-111.635746333,1490.6,0.0699644444444,3.28191712545,0.4225
1511904503840121582,676,1511904503838922977,/gps,1,12,40.267413,-111.635746333,1490.6,0.0581322222222,3.28191712545,0.4225
1511904504040745488,677,1511904504038851976,/gps,1,12,40.267413,-111.635746333,1490.6,0.0601899999999,3.28191712545,0.4225
1511904504239277415,678,1511904504237325906,/gps,1,12,40.267413,-111.635746167,1490.6,0.0468144444444,3.28191712545,0.4225
1511904504441455852,679,1511904504439543008,/gps,1,12,40.2674131667,-111.635746167,1490.6,0.0488722222222,3.28191712545,0.4225
1511904504640330956,680,1511904504638402938,/gps,1,12,40.2674135,-111.635746,1490.6,0.17131,3.28191712545,0.4225
1511904504836755956,681,1511904504834815025,/gps,1,12,40.2674138333,-111.635745833,1490.6,0.0931144444444,3.28191712545,0.4225
1511904505041373040,682,1511904505039144992,/gps,1,12,40.267414,-111.635745667,1490.5,0.0329244444444,3.28191712545,0.4225
1511904505241151060,683,1511904505238492012,/gps,1,12,40.2674143333,-111.635745,1490.5,0.0216066666666,3.28191712545,0.4225
1511904505443116269,684,1511904505440469980,/gps,1,12,40.2674146667,-111.635744333,1490.4,0.0817966666666,3.28191712545,0.4225
1511904505642752518,685,1511904505639645099,/gps,1,12,40.2674148333,-111.635744,1490.4,0.0576177777777,3.28191712545,0.4225
1511904505844803196,686,1511904505841691970,/gps,1,12,40.2674143333,-111.635743833,1490.4,0.620419999999,3.37389597703,0.4225
1511904506043093039,687,1511904506041106939,/gps,1,12,40.2674131667,-111.635744,1490.3,0.823625555555,3.46308230181,0.4225
1511904506242141633,688,1511904506238826036,/gps,1,12,40.2674111667,-111.635744333,1490.3,1.23158,3.3037337411,0.4225
1511904506444990383,689,1511904506442070007,/gps,1,12,40.2674088333,-111.635743833,1490.3,1.37150888889,3.22362312843,0.4225
1511904506645967258,690,1511904506643145084,/gps,1,12,40.267406,-111.6357435,1490.3,1.63593333333,3.25852971347,0.4225
1511904506843962883,691,1511904506841145038,/gps,1,12,40.2674028333,-111.635743667,1490.3,1.91836333333,3.22083060163,0.4225
1511904507043347883,692,1511904507040638923,/gps,1,12,40.2673996667,-111.635743333,1490.3,1.52841444444,3.12274309767,0.4225
1511904507243958091,693,1511904507241220951,/gps,1,12,40.2673966667,-111.635742667,1490.3,1.76968888889,3.06828882501,0.4225
1511904507446032778,694,1511904507442981004,/gps,1,12,40.2673936667,-111.6357425,1490.3,1.64107777778,3.08015706392,0.4225
1511904507640433403,695,1511904507638181924,/gps,1,12,40.2673906667,-111.635742333,1490.3,1.79644,3.09499236256,0.4225
1511904507843098351,696,1511904507840065956,/gps,1,12,40.2673875,-111.635742333,1490.3,1.66885777778,3.09603956011,0.4225
1511904508042137309,697,1511904508039752006,/gps,1,12,40.2673845,-111.635742,1490.3,1.59992222222,3.04926473616,0.4225
1511904508243074913,698,1511904508240328073,/gps,1,12,40.2673816667,-111.635741333,1490.2,1.55876666667,3.07230308229,0.4225
1511904508442775903,699,1511904508440032958,/gps,1,12,40.2673788333,-111.635741,1490.3,1.52584222222,3.08434585412,0.4225
1511904508642555747,700,1511904508640352964,/gps,1,12,40.267376,-111.635740333,1490.2,1.62976,3.08958184188,0.4225
1511904508842845694,701,1511904508840584993,/gps,1,12,40.2673735,-111.6357395,1490.1,1.20534333333,3.06183110677,0.4225
1511904509042900017,702,1511904509038358926,/gps,1,12,40.267371,-111.635739,1490.1,1.55722333333,3.00912216336,0.4225
1511904509241785069,703,1511904509239996910,/gps,1,12,40.2673683333,-111.635738,1490.0,1.4353,2.9775317039,0.4225
1511904509445749652,704,1511904509440687894,/gps,1,12,40.2673658333,-111.635737333,1490.0,1.25524444444,3.02674998881,0.4225
1511904509643524548,705,1511904509640976905,/gps,1,12,40.2673631667,-111.635737167,1490.0,1.52481333333,3.05362805929,0.4225
1511904509843791996,706,1511904509840286970,/gps,1,12,40.26736,-111.635737,1490.0,1.69663777778,3.05956217875,0.4225
1511904510048627517,707,1511904510040913105,/gps,1,12,40.267357,-111.6357375,1490.0,1.57317111111,3.06567083113,0.4225
1511904510241414965,708,1511904510239974975,/gps,1,12,40.2673538333,-111.635737333,1490.0,1.63284666667,3.08225145902,0.4225
1511904510450092673,709,1511904510448929071,/gps,1,12,40.2673508333,-111.6357375,1490.0,1.62821666667,3.1506683657,0.4225
1511904510638882465,710,1511904510637672901,/gps,1,12,40.2673476667,-111.635737833,1490.0,1.72030222222,3.20948596149,0.4225
1511904510840799235,711,1511904510839742898,/gps,1,12,40.2673448333,-111.635737833,1490.0,1.49188888889,3.18854201047,0.4225
1511904511039304860,712,1511904511038274049,/gps,1,12,40.267342,-111.635737667,1489.9,1.71567222222,3.15538075468,0.4225
1511904511238327308,713,1511904511237540960,/gps,1,12,40.267339,-111.6357375,1489.9,1.68532,3.12099776842,0.4225
1511904511441960225,714,1511904511438880920,/gps,1,12,40.2673361667,-111.635737833,1489.9,1.52069777778,3.20512263836,0.4225
1511904511638222308,715,1511904511636612892,/gps,1,12,40.2673333333,-111.6357385,1489.8,1.71464333333,3.25538812082,0.4225
