%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.NumSat,field.latitude,field.longitude,field.altitude,field.speed,field.ground_course,field.covariance
1511903668434909452,64,1511903668433214902,/gps,1,12,40.2675083333,-111.634834833,1491.2,0.997507777777,5.81124827744,0.5625
1511903668634539244,65,1511903668633001089,/gps,1,12,40.26751,-111.634835833,1491.2,1.05615444444,5.80985201404,0.5625
1511903668836634869,66,1511903668833235979,/gps,1,12,40.2675115,-111.6348375,1491.2,1.13177777778,5.66062636299,0.5625
1511903669047439504,67,1511903669046006917,/gps,1,12,40.2675131667,-111.634839333,1491.2,1.14618222222,5.63025763401,0.5184
1511903669236561483,68,1511903669233552932,/gps,1,12,40.2675148333,-111.634841167,1491.2,1.16007222222,5.60512489278,0.5184
1511903669435628254,69,1511903669432682037,/gps,1,12,40.2675163333,-111.634842833,1491.2,0.965612222221,5.53984957876,0.5184
1511903669636095025,70,1511903669633418083,/gps,1,12,40.2675175,-111.634844667,1491.2,1.15492777778,5.41139334581,0.5184
1511903669835099348,71,1511903669833370923,/gps,1,12,40.2675188333,-111.634846667,1491.2,1.13949444444,5.39498725084,0.5184
1511903670037928775,72,1511903670034544944,/gps,1,12,40.2675201667,-111.634848833,1491.2,1.14978333333,5.33564605627,0.5184
1511903670237793358,73,1511903670234401941,/gps,1,12,40.2675213333,-111.634851333,1491.2,1.44558888889,5.31190957844,0.5184
1511903670439859816,74,1511903670436899900,/gps,1,12,40.2675225,-111.6348545,1491.1,1.58294555555,5.23424242673,0.5184
1511903670638897837,75,1511903670635346889,/gps,1,12,40.2675231667,-111.634857833,1491.1,1.33241111111,5.08728570371,0.5184
1511903670843918306,76,1511903670839838981,/gps,1,12,40.2675233333,-111.634860833,1491.2,1.35967666667,4.94189977702,0.5184
1511903671051666483,77,1511903671048387050,/gps,1,12,40.2675235,-111.634863667,1491.1,1.18579444444,4.81920313061,0.5184
1511903671234297837,78,1511903671232716083,/gps,1,12,40.2675236667,-111.634866833,1491.1,1.36687888889,4.87767166055,0.5184
1511903671437259139,79,1511903671435770034,/gps,1,12,40.2675238333,-111.6348705,1491.2,1.4816,4.77993322244,0.5184
1511903671636926899,80,1511903671635247945,/gps,1,12,40.267524,-111.634874167,1491.2,1.48057111111,4.78743813822,0.5184
1511903671836583045,81,1511903671835481882,/gps,1,12,40.267524,-111.634877833,1491.2,1.52327,4.6813221197,0.5184
1511903672038561639,82,1511903672035485982,/gps,1,12,40.2675236667,-111.634881333,1491.3,1.48417222222,4.58375821451,0.5184
1511903672236964034,83,1511903672235801935,/gps,1,12,40.267523,-111.634885,1491.3,1.49600444444,4.45844357422,0.5184
1511903672439677993,84,1511903672436491012,/gps,1,12,40.2675221667,-111.634888333,1491.4,1.51555333333,4.40172037353,0.5184
1511903672632774503,85,1511903672631141901,/gps,1,12,40.2675211667,-111.634891833,1491.4,1.73007666667,4.32073709624,0.5184
1511903672839071638,86,1511903672835947036,/gps,1,12,40.2675201667,-111.634895333,1491.5,1.43787222222,4.28548144535,0.5184
1511903673048698930,87,1511903673045656919,/gps,1,12,40.2675186667,-111.634898667,1491.5,1.55516555555,4.22247505935,0.5184
1511903673235786899,88,1511903673234438896,/gps,1,12,40.2675168333,-111.634901667,1491.5,1.51915444444,4.10239640681,0.5184
1511903673437032107,89,1511903673435220003,/gps,1,12,40.2675153333,-111.6349045,1491.6,1.23723888889,4.1376520577,0.5184
1511903673635441117,90,1511903673633923053,/gps,1,12,40.2675138333,-111.634907667,1491.5,1.50423555555,4.15126562587,0.5184
1511903673836842784,91,1511903673834312915,/gps,1,12,40.2675123333,-111.634911,1491.5,1.47902777778,4.20973415581,0.5184
1511903674034165857,92,1511903674031150102,/gps,1,12,40.2675108333,-111.634914,1491.5,1.34321444444,4.23347063364,0.5184
1511903674236692263,93,1511903674234148025,/gps,1,12,40.2675093333,-111.634916167,1491.4,1.13795111111,4.20118204248,0.5184
1511903674437095283,94,1511903674434592008,/gps,1,12,40.2675078333,-111.634918333,1491.4,1.26141777778,4.1763983671,0.5184
1511903674637773981,95,1511903674634552955,/gps,1,12,40.2675061667,-111.634920833,1491.2,1.29331333333,4.15109109294,0.5184
1511903674840807731,96,1511903674835825920,/gps,1,12,40.2675048333,-111.634923333,1491.1,1.27273555555,4.17535116955,0.5184
1511903675051762002,97,1511903675046673059,/gps,1,12,40.2675033333,-111.634925833,1491.1,1.44816111111,4.08354685089,0.5184
1511903675239243408,98,1511903675236257076,/gps,1,12,40.2675013333,-111.6349285,1491.0,1.48262888889,4.04776760123,0.5184
1511903675435045387,99,1511903675432260990,/gps,1,12,40.2674991667,-111.634930833,1490.9,1.32623777778,3.96783152148,0.5184
1511903675638292158,100,1511903675635350942,/gps,1,12,40.267497,-111.634933,1490.8,1.32212222222,3.90273074038,0.5041
1511903675839108981,101,1511903675835740089,/gps,1,12,40.2674948333,-111.6349355,1490.7,1.63336111111,3.91494804515,0.5041
1511903676037733825,102,1511903676035423994,/gps,1,12,40.2674921667,-111.634938333,1490.6,2.08298555555,3.84478580922,0.5041
1511903676236872835,103,1511903676235518932,/gps,1,12,40.2674895,-111.634940833,1490.7,1.64570777778,3.82506358867,0.5041
1511903676438003668,104,1511903676436475992,/gps,1,12,40.2674871667,-111.634942833,1490.7,1.29382777778,3.7864918122,0.5041
1511903676636714553,105,1511903676635260105,/gps,1,12,40.267485,-111.634944167,1490.6,1.33601222222,3.73989152117,0.5041
1511903676833074397,106,1511903676831321001,/gps,1,12,40.2674828333,-111.6349455,1490.5,1.39774555555,3.7179003726,0.5041
1511903677047003460,107,1511903677045557022,/gps,1,12,40.2674805,-111.634947333,1490.4,1.40494777778,3.77968502812,0.5041
1511903677236050074,108,1511903677234472036,/gps,1,12,40.2674781667,-111.634949333,1490.4,1.53510222222,3.73535366512,0.5041
1511903677436262834,109,1511903677434657096,/gps,1,12,40.2674755,-111.634950833,1490.3,1.58140222222,3.66082810606,0.5041
1511903677635160647,110,1511903677633877038,/gps,1,12,40.267473,-111.6349525,1490.2,1.34527222222,3.66571502796,0.5041
1511903677835496116,111,1511903677834039926,/gps,1,12,40.2674708333,-111.634954167,1490.2,1.33858444444,3.6992253496,0.5041
1511903678035313459,112,1511903678033689022,/gps,1,12,40.2674685,-111.634955833,1490.2,1.50166333333,3.66344609994,0.5041
1511903678231870855,113,1511903678230547904,/gps,1,12,40.2674661667,-111.634957333,1490.1,1.42192444444,3.62749231735,0.5041
1511903678436147574,114,1511903678434521913,/gps,1,12,40.2674636667,-111.634958333,1490.0,1.48520111111,3.53237187311,0.5041
1511903678636466688,115,1511903678634408950,/gps,1,12,40.2674608333,-111.634959,1489.9,1.53921777778,3.47599773827,0.5041
1511903678836636948,116,1511903678834408044,/gps,1,12,40.2674583333,-111.634959667,1489.8,1.33498333333,3.43410983622,0.5041
